ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
1257721;Name27721;FistName27721;1947-07-12;Ville18;Pays4;NS000027721;;+336##0762503;52;NomVoie7727721;;#8162;Ville14;Pays1;2016-07-24 02:58:20;2016-07-24 02:58:20
1241211;Name11211;FistName11211;1978-06-20;Ville22;Pays2;NS000011211;;+336##0020113;79;NomVoie2211211;;#1372;Ville9;Pays4;2017-03-16 10:13:18;2017-03-16 10:13:18
1262540;Name32540;FistName32540;1990-07-24;Ville6;Pays2;NS000032540;;+336##0588355;28;NomVoie3032540;;#0598;Ville12;Pays1;2007-05-02 16:40:04;2007-05-02 16:40:04
1260459;Name30459;FistName30459;1950-08-11;Ville2;Pays1;NS000030459;;+336##0967231;52;NomVoie2930459;;#9421;Ville14;Pays1;2006-07-11 03:47:42;2006-07-11 03:47:42
1243929;Name13929;FistName13929;1940-04-22;Ville17;Pays2;NS000013929;;+336##0431489;17;NomVoie6513929;;#2442;Ville20;Pays2;2012-10-10 06:43:28;2012-10-10 06:43:28
1244110;Name14110;FistName14110;1931-10-03;Ville5;Pays1;NS000014110;;+336##0209854;42;NomVoie7714110;;#1053;Ville20;Pays4;1999-06-21 06:30:10;1999-06-21 06:30:10
1261190;Name31190;FistName31190;1956-01-15;Ville25;Pays2;NS000031190;;+336##0472751;73;NomVoie1831190;;#6543;Ville5;Pays1;2000-02-21 17:20:51;2000-02-21 17:20:51
1275894;Name45894;FistName45894;1985-11-24;Ville15;Pays2;NS000045894;;+336##0309755;6;NomVoie7945894;;#2977;Ville12;Pays1;2016-10-25 02:54:03;2016-10-25 02:54:03
1278081;Name48081;FistName48081;1955-04-15;Ville10;Pays3;NS000048081;;+336##0910541;92;NomVoie2848081;;#9154;Ville4;Pays1;2013-02-04 19:51:35;2013-02-04 19:51:35
1234043;Name4043;FistName4043;1963-04-22;Ville11;Pays2;NS000004043;;+336##0782167;4;NomVoie234043;;#8168;Ville22;Pays2;1999-08-05 08:52:27;1999-08-05 08:52:27
1261132;Name31132;FistName31132;2008-02-16;Ville6;Pays1;NS000031132;;+336##0087224;19;NomVoie1531132;;#9982;Ville22;Pays1;2008-06-22 13:42:02;2008-06-22 13:42:02
1249104;Name19104;FistName19104;1952-04-21;Ville12;Pays1;NS000019104;;+336##0088859;65;NomVoie5919104;;#4548;Ville10;Pays3;2014-01-23 09:49:10;2014-01-23 09:49:10
1249312;Name19312;FistName19312;1994-08-19;Ville13;Pays1;NS000019312;;+336##0197721;62;NomVoie2019312;;#0740;Ville17;Pays2;2013-07-01 13:40:19;2013-07-01 13:40:19
1277086;Name47086;FistName47086;2003-06-11;Ville18;Pays2;NS000047086;;+336##0373717;59;NomVoie9047086;;#7863;Ville10;Pays1;1999-11-27 11:45:27;1999-11-27 11:45:27
1248624;Name18624;FistName18624;1954-10-10;Ville16;Pays4;NS000018624;;+336##0553882;3;NomVoie1818624;;#1898;Ville1;Pays2;2011-04-11 21:01:02;2011-04-11 21:01:02
1258209;Name28209;FistName28209;1936-05-02;Ville13;Pays4;NS000028209;;+336##0517646;75;NomVoie428209;;#2026;Ville16;Pays2;2017-02-10 17:26:20;2017-02-10 17:26:20
1236055;Name6055;FistName6055;1958-10-14;Ville7;Pays1;NS000006055;;+336##0908940;51;NomVoie146055;;#2299;Ville6;Pays2;2004-09-17 13:52:08;2004-09-17 13:52:08
1238602;Name8602;FistName8602;1972-07-25;Ville16;Pays2;NS000008602;;+336##0190240;42;NomVoie78602;;#4068;Ville2;Pays3;2005-01-01 12:50:03;2005-01-01 12:50:03
1254109;Name24109;FistName24109;1961-10-02;Ville21;Pays2;NS000024109;;+336##0921726;95;NomVoie2124109;;#1162;Ville17;Pays2;2019-10-14 08:33:50;2019-10-14 08:33:50
1270412;Name40412;FistName40412;1995-07-27;Ville14;Pays2;NS000040412;;+336##0774328;49;NomVoie840412;;#3423;Ville5;Pays1;2001-07-03 02:34:17;2001-07-03 02:34:17
1273325;Name43325;FistName43325;1953-08-07;Ville14;Pays4;NS000043325;;+336##0707901;1;NomVoie843325;;#1184;Ville11;Pays1;2006-01-14 01:04:09;2006-01-14 01:04:09
1246518;Name16518;FistName16518;1974-09-09;Ville25;Pays4;NS000016518;;+336##0607765;28;NomVoie5216518;;#3760;Ville24;Pays2;2007-08-15 19:12:35;2007-08-15 19:12:35
1238490;Name8490;FistName8490;1994-05-16;Ville6;Pays3;NS000008490;;+336##0263046;21;NomVoie678490;;#9123;Ville11;Pays1;2018-02-21 07:32:36;2018-02-21 07:32:36
1261886;Name31886;FistName31886;1975-07-23;Ville9;Pays4;NS000031886;;+336##0178741;56;NomVoie031886;;#9046;Ville15;Pays2;2013-04-20 17:56:33;2013-04-20 17:56:33
1243952;Name13952;FistName13952;1940-01-21;Ville3;Pays3;NS000013952;;+336##0391148;74;NomVoie513952;;#6694;Ville3;Pays1;2002-08-19 01:23:51;2002-08-19 01:23:51
1230029;Name29;FistName29;2010-08-02;Ville4;Pays3;NS000000029;;+336##0568526;82;NomVoie6129;;#5585;Ville3;Pays2;2011-07-19 20:06:51;2011-07-19 20:06:51
1230969;Name969;FistName969;1946-02-26;Ville6;Pays2;NS000000969;;+336##0830827;4;NomVoie1969;;#3844;Ville14;Pays1;2022-01-19 10:40:30;2022-01-19 10:40:30
1268409;Name38409;FistName38409;1965-02-08;Ville2;Pays1;NS000038409;;+336##0377190;5;NomVoie8138409;;#3939;Ville3;Pays2;2023-02-04 12:13:19;2023-02-04 12:13:19
1238942;Name8942;FistName8942;1931-04-18;Ville22;Pays5;NS000008942;;+336##0160244;20;NomVoie988942;;#4603;Ville25;Pays3;2001-03-04 06:23:07;2001-03-04 06:23:07
1250935;Name20935;FistName20935;2006-07-26;Ville22;Pays4;NS000020935;;+336##0040739;96;NomVoie8520935;;#6922;Ville14;Pays2;2017-03-25 15:52:44;2017-03-25 15:52:44
1273685;Name43685;FistName43685;1943-11-02;Ville12;Pays1;NS000043685;;+336##0556990;90;NomVoie8343685;;#3082;Ville1;Pays4;2008-06-23 11:46:26;2008-06-23 11:46:26
1259817;Name29817;FistName29817;1960-01-26;Ville8;Pays1;NS000029817;;+336##0006201;54;NomVoie5829817;;#9486;Ville7;Pays2;1998-06-07 20:09:23;1998-06-07 20:09:23
1267182;Name37182;FistName37182;1944-09-08;Ville7;Pays4;NS000037182;;+336##0608675;42;NomVoie2537182;;#4688;Ville1;Pays1;2017-02-06 04:56:17;2017-02-06 04:56:17
1252918;Name22918;FistName22918;2006-02-02;Ville24;Pays2;NS000022918;;+336##0849986;4;NomVoie6622918;;#8402;Ville9;Pays1;2019-05-17 22:50:53;2019-05-17 22:50:53
1267572;Name37572;FistName37572;1969-09-11;Ville23;Pays2;NS000037572;;+336##0036421;25;NomVoie637572;;#5749;Ville17;Pays1;1998-04-02 22:10:14;1998-04-02 22:10:14
1248728;Name18728;FistName18728;1968-11-02;Ville11;Pays1;NS000018728;;+336##0326982;42;NomVoie1318728;;#8838;Ville18;Pays3;2017-03-11 13:02:11;2017-03-11 13:02:11
1249423;Name19423;FistName19423;2011-03-04;Ville3;Pays2;NS000019423;;+336##0364315;33;NomVoie919423;;#1569;Ville24;Pays4;2001-02-01 10:41:28;2001-02-01 10:41:28
1276972;Name46972;FistName46972;2004-11-19;Ville19;Pays5;NS000046972;;+336##0021594;57;NomVoie7946972;;#3560;Ville19;Pays2;1997-01-06 19:22:47;1997-01-06 19:22:47
1244154;Name14154;FistName14154;1996-06-13;Ville15;Pays3;NS000014154;;+336##0005711;20;NomVoie9214154;;#7279;Ville22;Pays2;2016-10-10 06:51:46;2016-10-10 06:51:46
1250853;Name20853;FistName20853;2016-08-04;Ville20;Pays3;NS000020853;;+336##0477517;33;NomVoie5820853;;#8769;Ville14;Pays2;2000-09-13 03:47:59;2000-09-13 03:47:59
1258641;Name28641;FistName28641;1986-07-02;Ville15;Pays2;NS000028641;;+336##0829104;71;NomVoie3028641;;#4429;Ville16;Pays1;2013-03-04 23:46:37;2013-03-04 23:46:37
1245226;Name15226;FistName15226;1959-07-17;Ville6;Pays3;NS000015226;;+336##0768721;46;NomVoie615226;;#9530;Ville17;Pays1;2013-10-12 20:04:23;2013-10-12 20:04:23
1238620;Name8620;FistName8620;1953-10-19;Ville11;Pays3;NS000008620;;+336##0762238;29;NomVoie228620;;#1338;Ville9;Pays1;2010-10-14 19:50:48;2010-10-14 19:50:48
1235449;Name5449;FistName5449;2016-04-08;Ville2;Pays2;NS000005449;;+336##0856595;35;NomVoie205449;;#8554;Ville25;Pays1;2013-03-21 22:11:34;2013-03-21 22:11:34
1231684;Name1684;FistName1684;1977-01-21;Ville25;Pays3;NS000001684;;+336##0393768;35;NomVoie31684;;#7626;Ville14;Pays1;1999-02-23 14:31:25;1999-02-23 14:31:25
1274954;Name44954;FistName44954;1989-06-22;Ville8;Pays1;NS000044954;;+336##0499854;40;NomVoie6144954;;#0893;Ville2;Pays2;2004-11-27 06:58:16;2004-11-27 06:58:16
1258483;Name28483;FistName28483;1998-11-10;Ville10;Pays2;NS000028483;;+336##0334333;11;NomVoie2528483;;#0402;Ville6;Pays1;2023-01-02 17:19:41;2023-01-02 17:19:41
1279798;Name49798;FistName49798;2005-02-05;Ville15;Pays1;NS000049798;;+336##0181134;83;NomVoie649798;;#4451;Ville14;Pays1;2008-11-27 17:14:57;2008-11-27 17:14:57
1231014;Name1014;FistName1014;1950-01-15;Ville3;Pays1;NS000001014;;+336##0062955;11;NomVoie941014;;#6555;Ville1;Pays2;2018-09-10 09:36:07;2018-09-10 09:36:07
1253469;Name23469;FistName23469;1971-08-10;Ville10;Pays3;NS000023469;;+336##0750019;64;NomVoie9323469;;#9958;Ville16;Pays2;2021-01-03 18:16:44;2021-01-03 18:16:44
1257405;Name27405;FistName27405;2011-03-26;Ville21;Pays2;NS000027405;;+336##0937067;68;NomVoie9127405;;#1628;Ville14;Pays3;2005-07-07 07:53:32;2005-07-07 07:53:32
1239593;Name9593;FistName9593;1945-01-22;Ville19;Pays1;NS000009593;;+336##0154464;29;NomVoie999593;;#9399;Ville3;Pays2;1997-01-27 05:58:51;1997-01-27 05:58:51
1252423;Name22423;FistName22423;1965-08-09;Ville6;Pays1;NS000022423;;+336##0156586;68;NomVoie3822423;;#7911;Ville19;Pays1;2012-03-07 12:24:28;2012-03-07 12:24:28
1254008;Name24008;FistName24008;2006-03-02;Ville4;Pays2;NS000024008;;+336##0120266;3;NomVoie5324008;;#7118;Ville24;Pays1;2016-03-16 13:55:12;2016-03-16 13:55:12
1257142;Name27142;FistName27142;1947-07-22;Ville7;Pays2;NS000027142;;+336##0765008;62;NomVoie7727142;;#5867;Ville25;Pays1;2005-04-18 21:24:24;2005-04-18 21:24:24
1262395;Name32395;FistName32395;1995-02-13;Ville11;Pays3;NS000032395;;+336##0845478;31;NomVoie6832395;;#5831;Ville8;Pays2;2015-04-25 20:15:03;2015-04-25 20:15:03
1236513;Name6513;FistName6513;1968-07-02;Ville18;Pays1;NS000006513;;+336##0947540;75;NomVoie96513;;#5635;Ville20;Pays1;2005-08-09 07:53:36;2005-08-09 07:53:36
1240207;Name10207;FistName10207;1932-09-14;Ville7;Pays1;NS000010207;;+336##0550380;7;NomVoie1310207;;#1719;Ville3;Pays2;2000-05-12 09:25:33;2000-05-12 09:25:33
1247125;Name17125;FistName17125;1934-11-17;Ville2;Pays2;NS000017125;;+336##0023938;33;NomVoie1117125;;#2651;Ville22;Pays1;2023-07-09 19:13:44;2023-07-09 19:13:44
1278391;Name48391;FistName48391;1937-11-14;Ville6;Pays1;NS000048391;;+336##0349962;37;NomVoie4348391;;#2392;Ville4;Pays2;2005-01-06 22:32:42;2005-01-06 22:32:42
1255105;Name25105;FistName25105;1932-02-05;Ville16;Pays3;NS000025105;;+336##0791088;38;NomVoie7725105;;#7152;Ville18;Pays2;2017-05-21 06:16:04;2017-05-21 06:16:04
1242408;Name12408;FistName12408;1942-11-25;Ville5;Pays2;NS000012408;;+336##0705189;28;NomVoie5212408;;#6917;Ville14;Pays4;2000-01-09 09:38:01;2000-01-09 09:38:01
1239774;Name9774;FistName9774;1959-02-24;Ville3;Pays1;NS000009774;;+336##0248261;96;NomVoie679774;;#4962;Ville13;Pays2;2022-02-15 08:32:48;2022-02-15 08:32:48
1257067;Name27067;FistName27067;1941-05-19;Ville6;Pays2;NS000027067;;+336##0307462;15;NomVoie7927067;;#8991;Ville7;Pays2;2019-05-23 17:09:30;2019-05-23 17:09:30
1275873;Name45873;FistName45873;1957-03-07;Ville20;Pays3;NS000045873;;+336##0350444;80;NomVoie5345873;;#6112;Ville12;Pays1;2018-11-05 04:24:36;2018-11-05 04:24:36
1247680;Name17680;FistName17680;1981-03-03;Ville6;Pays2;NS000017680;;+336##0428922;55;NomVoie6617680;;#4978;Ville2;Pays3;2004-02-16 19:56:29;2004-02-16 19:56:29
1236950;Name6950;FistName6950;1978-07-08;Ville1;Pays1;NS000006950;;+336##0128829;87;NomVoie936950;;#2214;Ville18;Pays1;2010-07-21 13:08:43;2010-07-21 13:08:43
1274831;Name44831;FistName44831;1941-05-09;Ville14;Pays1;NS000044831;;+336##0831029;71;NomVoie944831;;#9731;Ville13;Pays1;2004-01-21 11:19:38;2004-01-21 11:19:38
1254552;Name24552;FistName24552;1980-02-07;Ville10;Pays1;NS000024552;;+336##0567583;31;NomVoie7624552;;#1801;Ville25;Pays1;2013-10-22 12:50:41;2013-10-22 12:50:41
1255750;Name25750;FistName25750;2002-04-27;Ville6;Pays3;NS000025750;;+336##0988291;45;NomVoie5425750;;#8642;Ville1;Pays2;2008-04-23 18:11:51;2008-04-23 18:11:51
1237534;Name7534;FistName7534;1980-03-05;Ville22;Pays1;NS000007534;;+336##0465942;38;NomVoie517534;;#1335;Ville10;Pays2;2010-05-16 02:45:08;2010-05-16 02:45:08
1251056;Name21056;FistName21056;1941-06-26;Ville9;Pays2;NS000021056;;+336##0122067;21;NomVoie4321056;;#8181;Ville16;Pays2;2003-03-11 18:49:30;2003-03-11 18:49:30
1240113;Name10113;FistName10113;2001-09-24;Ville3;Pays2;NS000010113;;+336##0660880;30;NomVoie2510113;;#7312;Ville6;Pays2;2015-11-24 10:59:11;2015-11-24 10:59:11
1265747;Name35747;FistName35747;1986-08-06;Ville14;Pays3;NS000035747;;+336##0301882;11;NomVoie4835747;;#2834;Ville15;Pays1;2012-05-12 11:43:17;2012-05-12 11:43:17
1250707;Name20707;FistName20707;1936-11-23;Ville9;Pays1;NS000020707;;+336##0540395;2;NomVoie6220707;;#3544;Ville15;Pays3;2006-01-11 01:50:20;2006-01-11 01:50:20
1232311;Name2311;FistName2311;1954-11-25;Ville10;Pays1;NS000002311;;+336##0651890;36;NomVoie322311;;#8535;Ville16;Pays1;2019-10-05 07:22:18;2019-10-05 07:22:18
1258893;Name28893;FistName28893;1989-10-07;Ville10;Pays2;NS000028893;;+336##0027394;70;NomVoie2328893;;#5196;Ville1;Pays1;2010-02-08 15:01:45;2010-02-08 15:01:45
1236633;Name6633;FistName6633;1941-11-18;Ville1;Pays1;NS000006633;;+336##0568596;96;NomVoie996633;;#1818;Ville7;Pays3;2017-02-19 23:23:45;2017-02-19 23:23:45
1234050;Name4050;FistName4050;2000-10-10;Ville2;Pays1;NS000004050;;+336##0939998;37;NomVoie394050;;#2968;Ville22;Pays2;2003-08-02 03:46:39;2003-08-02 03:46:39
1255111;Name25111;FistName25111;2007-01-10;Ville1;Pays1;NS000025111;;+336##0119128;23;NomVoie525111;;#8933;Ville11;Pays2;2016-06-20 06:39:11;2016-06-20 06:39:11
1270098;Name40098;FistName40098;1962-09-11;Ville21;Pays3;NS000040098;;+336##0939046;80;NomVoie1040098;;#9995;Ville12;Pays2;1997-11-11 02:07:44;1997-11-11 02:07:44
1253559;Name23559;FistName23559;1989-03-25;Ville7;Pays2;NS000023559;;+336##0958374;27;NomVoie2123559;;#7351;Ville19;Pays3;2019-11-14 17:07:29;2019-11-14 17:07:29
1250882;Name20882;FistName20882;1954-01-05;Ville2;Pays2;NS000020882;;+336##0298002;48;NomVoie6320882;;#7670;Ville19;Pays2;2010-08-24 19:51:13;2010-08-24 19:51:13
1240048;Name10048;FistName10048;1972-06-06;Ville15;Pays1;NS000010048;;+336##0088534;16;NomVoie3910048;;#4095;Ville22;Pays1;1998-01-16 12:45:20;1998-01-16 12:45:20
1271506;Name41506;FistName41506;1936-11-20;Ville21;Pays2;NS000041506;;+336##0067907;83;NomVoie7041506;;#4622;Ville14;Pays2;2019-02-21 12:06:05;2019-02-21 12:06:05
1267811;Name37811;FistName37811;1932-11-04;Ville1;Pays1;NS000037811;;+336##0177386;57;NomVoie3837811;;#8069;Ville2;Pays2;2003-09-19 01:15:51;2003-09-19 01:15:51
1235246;Name5246;FistName5246;1996-03-08;Ville4;Pays2;NS000005246;;+336##0243588;2;NomVoie575246;;#4512;Ville6;Pays1;1998-06-05 13:30:36;1998-06-05 13:30:36
1236968;Name6968;FistName6968;1966-01-01;Ville12;Pays3;NS000006968;;+336##0067761;35;NomVoie76968;;#4795;Ville9;Pays2;2004-05-12 04:34:32;2004-05-12 04:34:32
1245737;Name15737;FistName15737;1931-07-09;Ville11;Pays2;NS000015737;;+336##0372362;57;NomVoie415737;;#8871;Ville8;Pays2;2012-08-13 06:10:28;2012-08-13 06:10:28
1271014;Name41014;FistName41014;1980-08-02;Ville16;Pays1;NS000041014;;+336##0775316;85;NomVoie4041014;;#6071;Ville23;Pays1;2022-01-11 20:08:44;2022-01-11 20:08:44
1232159;Name2159;FistName2159;1965-08-13;Ville8;Pays2;NS000002159;;+336##0768603;1;NomVoie552159;;#9400;Ville17;Pays2;2005-11-13 08:13:36;2005-11-13 08:13:36
1240021;Name10021;FistName10021;1997-02-16;Ville10;Pays2;NS000010021;;+336##0018903;12;NomVoie5410021;;#7538;Ville19;Pays1;2010-04-17 23:26:50;2010-04-17 23:26:50
1235801;Name5801;FistName5801;1975-06-09;Ville19;Pays2;NS000005801;;+336##0475022;88;NomVoie465801;;#4459;Ville24;Pays3;2000-03-15 10:36:32;2000-03-15 10:36:32
1244780;Name14780;FistName14780;1931-09-05;Ville19;Pays1;NS000014780;;+336##0316395;3;NomVoie6114780;;#6143;Ville24;Pays1;1999-05-14 07:54:55;1999-05-14 07:54:55
1255636;Name25636;FistName25636;2001-06-21;Ville16;Pays2;NS000025636;;+336##0358845;16;NomVoie325636;;#3902;Ville1;Pays3;2005-02-01 21:15:04;2005-02-01 21:15:04
1275857;Name45857;FistName45857;1997-05-04;Ville5;Pays2;NS000045857;;+336##0689057;87;NomVoie3845857;;#4810;Ville21;Pays1;2002-10-14 09:13:51;2002-10-14 09:13:51
1245940;Name15940;FistName15940;1944-01-08;Ville1;Pays2;NS000015940;;+336##0987147;66;NomVoie8515940;;#9257;Ville18;Pays2;2016-06-05 15:13:49;2016-06-05 15:13:49
1250155;Name20155;FistName20155;1992-08-19;Ville10;Pays4;NS000020155;;+336##0860972;92;NomVoie5620155;;#4607;Ville22;Pays2;2002-10-16 12:18:46;2002-10-16 12:18:46
1277320;Name47320;FistName47320;1952-05-15;Ville3;Pays1;NS000047320;;+336##0092436;58;NomVoie7247320;;#0698;Ville15;Pays1;2014-03-07 18:05:31;2014-03-07 18:05:31
1249753;Name19753;FistName19753;1944-02-24;Ville1;Pays3;NS000019753;;+336##0848042;45;NomVoie1219753;;#7053;Ville6;Pays1;2021-10-04 08:38:59;2021-10-04 08:38:59
1262666;Name32666;FistName32666;1988-11-12;Ville25;Pays4;NS000032666;;+336##0224185;20;NomVoie5532666;;#6259;Ville23;Pays2;1997-03-20 13:59:58;1997-03-20 13:59:58
1271725;Name41725;FistName41725;2008-09-06;Ville16;Pays4;NS000041725;;+336##0353713;99;NomVoie8141725;;#1798;Ville2;Pays2;2002-11-13 05:41:56;2002-11-13 05:41:56
1245250;Name15250;FistName15250;1955-08-06;Ville13;Pays2;NS000015250;;+336##0588206;50;NomVoie3615250;;#8669;Ville20;Pays1;2006-02-27 12:57:28;2006-02-27 12:57:28
1273752;Name43752;FistName43752;1989-07-03;Ville3;Pays2;NS000043752;;+336##0487286;36;NomVoie3943752;;#0371;Ville12;Pays2;2015-10-24 05:41:26;2015-10-24 05:41:26
1255866;Name25866;FistName25866;1968-07-04;Ville9;Pays1;NS000025866;;+336##0044641;32;NomVoie4225866;;#9647;Ville8;Pays3;1997-09-20 16:35:53;1997-09-20 16:35:53
1262782;Name32782;FistName32782;1982-07-10;Ville20;Pays2;NS000032782;;+336##0871990;19;NomVoie2332782;;#2830;Ville3;Pays1;1997-08-14 14:24:29;1997-08-14 14:24:29
1237229;Name7229;FistName7229;1997-09-13;Ville12;Pays1;NS000007229;;+336##0439938;70;NomVoie847229;;#2975;Ville21;Pays2;2007-05-17 06:02:20;2007-05-17 06:02:20
1236873;Name6873;FistName6873;1978-11-17;Ville20;Pays4;NS000006873;;+336##0446792;33;NomVoie46873;;#6180;Ville19;Pays1;2017-10-01 02:30:08;2017-10-01 02:30:08
1258954;Name28954;FistName28954;1961-01-26;Ville8;Pays1;NS000028954;;+336##0500987;49;NomVoie8228954;;#4923;Ville19;Pays3;2015-05-02 22:11:56;2015-05-02 22:11:56
1233123;Name3123;FistName3123;1931-06-24;Ville7;Pays3;NS000003123;;+336##0507321;24;NomVoie193123;;#7664;Ville9;Pays2;2001-06-27 21:01:33;2001-06-27 21:01:33
1270435;Name40435;FistName40435;1955-06-17;Ville23;Pays3;NS000040435;;+336##0234208;80;NomVoie6940435;;#0174;Ville14;Pays1;2023-03-18 10:48:13;2023-03-18 10:48:13
1234374;Name4374;FistName4374;1960-03-04;Ville5;Pays2;NS000004374;;+336##0682323;8;NomVoie64374;;#7847;Ville19;Pays1;2013-06-10 20:39:23;2013-06-10 20:39:23
1238707;Name8707;FistName8707;1951-05-08;Ville9;Pays3;NS000008707;;+336##0545273;79;NomVoie308707;;#1857;Ville19;Pays3;1998-10-05 09:47:59;1998-10-05 09:47:59
1251952;Name21952;FistName21952;1957-04-03;Ville8;Pays1;NS000021952;;+336##0917779;1;NomVoie321952;;#9812;Ville2;Pays1;2018-03-22 11:12:45;2018-03-22 11:12:45
1254898;Name24898;FistName24898;1998-06-27;Ville12;Pays1;NS000024898;;+336##0202179;88;NomVoie2824898;;#8813;Ville17;Pays1;2022-10-27 02:29:15;2022-10-27 02:29:15
1244426;Name14426;FistName14426;1950-07-03;Ville18;Pays1;NS000014426;;+336##0842920;13;NomVoie3914426;;#5572;Ville22;Pays2;2001-01-03 13:02:15;2001-01-03 13:02:15
