ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
1252135;Name22135;FistName22135;2003-09-11;Ville7;Pays2;NS000022135;;+336##0863397;44;NomVoie7222135;;#2592;Ville23;Pays1;2011-02-05 10:34:37;2011-02-05 10:34:37
1243574;Name13574;FistName13574;1962-02-25;Ville15;Pays2;NS000013574;;+336##0404480;13;NomVoie3013574;;#2169;Ville22;Pays3;2020-06-26 12:09:26;2020-06-26 12:09:26
1268526;Name38526;FistName38526;1967-08-14;Ville19;Pays1;NS000038526;;+336##0649377;87;NomVoie3838526;;#3011;Ville8;Pays2;2005-02-13 01:26:32;2005-02-13 01:26:32
1238059;Name8059;FistName8059;1982-10-02;Ville25;Pays1;NS000008059;;+336##0077626;9;NomVoie398059;;#2112;Ville14;Pays1;2016-06-21 17:07:17;2016-06-21 17:07:17
1261508;Name31508;FistName31508;1985-11-03;Ville11;Pays1;NS000031508;;+336##0472642;83;NomVoie7931508;;#5127;Ville12;Pays2;2015-08-09 18:33:52;2015-08-09 18:33:52
1275331;Name45331;FistName45331;1931-04-21;Ville20;Pays2;NS000045331;;+336##0056984;7;NomVoie4945331;;#3926;Ville11;Pays2;2017-04-01 17:04:08;2017-04-01 17:04:08
1232718;Name2718;FistName2718;1998-01-18;Ville23;Pays1;NS000002718;;+336##0188858;28;NomVoie172718;;#1105;Ville18;Pays1;2016-11-12 08:05:47;2016-11-12 08:05:47
1278177;Name48177;FistName48177;1964-09-14;Ville5;Pays1;NS000048177;;+336##0216267;91;NomVoie3248177;;#4710;Ville25;Pays2;2002-02-09 18:30:23;2002-02-09 18:30:23
1237621;Name7621;FistName7621;1938-04-23;Ville23;Pays2;NS000007621;;+336##0279395;72;NomVoie927621;;#2929;Ville19;Pays2;2003-06-24 13:49:48;2003-06-24 13:49:48
1244885;Name14885;FistName14885;1967-04-25;Ville21;Pays2;NS000014885;;+336##0680238;14;NomVoie9414885;;#3972;Ville6;Pays4;2001-11-18 09:08:52;2001-11-18 09:08:52
1247659;Name17659;FistName17659;1956-03-23;Ville13;Pays2;NS000017659;;+336##0483206;22;NomVoie9317659;;#1765;Ville19;Pays3;2014-04-06 20:30:31;2014-04-06 20:30:31
1241960;Name11960;FistName11960;1942-10-01;Ville16;Pays2;NS000011960;;+336##0546727;98;NomVoie8111960;;#1164;Ville2;Pays1;2007-09-19 21:02:21;2007-09-19 21:02:21
1240167;Name10167;FistName10167;1991-09-12;Ville14;Pays2;NS000010167;;+336##0326321;35;NomVoie4010167;;#6513;Ville15;Pays4;2007-09-26 13:05:02;2007-09-26 13:05:02
1263830;Name33830;FistName33830;1930-10-17;Ville22;Pays3;NS000033830;;+336##0331601;90;NomVoie8833830;;#7427;Ville16;Pays2;2008-08-20 23:34:26;2008-08-20 23:34:26
1244855;Name14855;FistName14855;1958-11-18;Ville15;Pays2;NS000014855;;+336##0096774;58;NomVoie8014855;;#1394;Ville19;Pays2;2016-04-06 01:14:04;2016-04-06 01:14:04
1232881;Name2881;FistName2881;1988-05-23;Ville19;Pays1;;;+336##0910484;4;NomVoie742881;;#9102;Ville9;Pays3;2010-05-19 09:24:05;2010-05-19 09:24:05
1245612;Name15612;FistName15612;2006-11-04;Ville1;Pays1;NS000015612;;+336##0069884;77;NomVoie1715612;;#7807;Ville15;Pays2;2018-09-11 23:39:20;2018-09-11 23:39:20
1261889;Name31889;FistName31889;1941-07-27;Ville23;Pays2;NS000031889;;+336##0117310;58;NomVoie5831889;;#9410;Ville8;Pays3;2019-03-09 04:05:13;2019-03-09 04:05:13
1272157;Name42157;FistName42157;2012-03-07;Ville1;Pays2;NS000042157;;+336##0451113;46;NomVoie442157;;#8105;Ville9;Pays4;2010-09-01 13:21:39;2010-09-01 13:21:39
1279630;Name49630;FistName49630;2003-11-18;Ville14;Pays3;NS000049630;;+336##0723052;86;NomVoie9549630;;#9032;Ville13;Pays1;1997-02-25 01:50:13;1997-02-25 01:50:13
1272620;Name42620;FistName42620;1997-11-14;Ville25;Pays4;NS000042620;;+336##0435620;69;NomVoie3242620;;#1351;Ville20;Pays1;2006-06-05 18:05:50;2006-06-05 18:05:50
1253649;Name23649;FistName23649;2005-06-10;Ville11;Pays4;NS000023649;;+336##0458722;10;NomVoie7923649;;#3522;Ville16;Pays1;1997-06-08 16:30:42;1997-06-08 16:30:42
1238348;Name8348;FistName8348;1996-03-14;Ville20;Pays2;NS000008348;;+336##0606579;82;NomVoie578348;;#9564;Ville10;Pays3;2004-03-02 05:49:03;2004-03-02 05:49:03
1262439;Name32439;FistName32439;1961-10-02;Ville15;Pays1;NS000032439;;+336##0437362;59;NomVoie4832439;;#4339;Ville13;Pays1;2010-05-03 04:13:45;2010-05-03 04:13:45
1273266;Name43266;FistName43266;2001-07-02;Ville25;Pays2;NS000043266;;+336##0238793;86;NomVoie9743266;;#4342;Ville12;Pays1;2015-02-15 02:15:47;2015-02-15 02:15:47
1232759;Name2759;FistName2759;2003-01-17;Ville10;Pays3;NS000002759;;+336##0139703;99;NomVoie132759;;#6202;Ville8;Pays3;2014-02-24 12:12:38;2014-02-24 12:12:38
1246806;Name16806;FistName16806;1995-09-06;Ville20;Pays3;NS000016806;;+336##0244677;7;NomVoie4316806;;#2913;Ville10;Pays4;2018-02-27 02:32:24;2018-02-27 02:32:24
1250354;Name20354;FistName20354;1992-10-04;Ville20;Pays3;NS000020354;;+336##0552857;44;NomVoie7320354;;#5748;Ville19;Pays1;1998-09-21 03:21:33;1998-09-21 03:21:33
1250766;Name20766;FistName20766;1977-01-27;Ville6;Pays3;NS000020766;;+336##0800520;29;NomVoie7220766;;#4288;Ville4;Pays1;2010-10-23 11:14:40;2010-10-23 11:14:40
1239880;Name9880;FistName9880;1978-02-16;Ville7;Pays1;NS000009880;;+336##0687304;28;NomVoie509880;;#5857;Ville3;Pays3;2000-09-01 16:52:48;2000-09-01 16:52:48
1275919;Name45919;FistName45919;1939-04-12;Ville24;Pays1;NS000045919;;+336##0347708;14;NomVoie9645919;;#9267;Ville22;Pays1;2007-01-13 18:44:56;2007-01-13 18:44:56
1279925;Name49925;FistName49925;1949-08-25;Ville23;Pays2;NS000049925;;+336##0995084;15;NomVoie1449925;;#3497;Ville12;Pays2;1998-04-22 16:42:42;1998-04-22 16:42:42
1240634;Name10634;FistName10634;2015-11-23;Ville14;Pays2;NS000010634;;+336##0006932;59;NomVoie8010634;;#1447;Ville8;Pays2;2022-01-10 01:52:42;2022-01-10 01:52:42
1237313;Name7313;FistName7313;2016-04-06;Ville2;Pays3;NS000007313;;+336##0173753;78;NomVoie977313;;#4669;Ville1;Pays2;2014-02-14 02:20:24;2014-02-14 02:20:24
1240348;Name10348;FistName10348;2013-02-17;Ville15;Pays2;NS000010348;;+336##0586971;97;NomVoie010348;;#4351;Ville23;Pays2;2012-06-16 11:55:44;2012-06-16 11:55:44
1271709;Name41709;FistName41709;2014-10-21;Ville4;Pays1;NS000041709;;+336##0317430;3;NomVoie3241709;;#1972;Ville8;Pays5;2014-08-04 19:55:35;2014-08-04 19:55:35
1264085;Name34085;FistName34085;1967-09-02;Ville19;Pays3;NS000034085;;+336##0383484;37;NomVoie9834085;;#9546;Ville10;Pays2;1998-08-11 12:05:40;1998-08-11 12:05:40
1246341;Name16341;FistName16341;1961-02-10;Ville15;Pays2;NS000016341;;+336##0924048;51;NomVoie4516341;;#0995;Ville11;Pays1;2021-03-13 23:40:03;2021-03-13 23:40:03
1249856;Name19856;FistName19856;1942-07-17;Ville25;Pays2;NS000019856;;+336##0575627;15;NomVoie8719856;;#0148;Ville10;Pays1;2003-01-17 11:37:32;2003-01-17 11:37:32
1258001;Name28001;FistName28001;2006-06-11;Ville25;Pays4;NS000028001;;+336##0121945;21;NomVoie9828001;;#0703;Ville6;Pays1;2019-10-10 11:44:15;2019-10-10 11:44:15
1236662;Name6662;FistName6662;1934-02-02;Ville10;Pays2;NS000006662;;+336##0188744;4;NomVoie586662;;#0507;Ville19;Pays1;1999-11-02 07:25:15;1999-11-02 07:25:15
1232021;Name2021;FistName2021;1975-06-09;Ville6;Pays1;NS000002021;;+336##0973130;29;NomVoie722021;;#1495;Ville19;Pays3;2004-03-20 01:31:36;2004-03-20 01:31:36
1249091;Name19091;FistName19091;1960-11-02;Ville20;Pays2;NS000019091;;+336##0190866;82;NomVoie7519091;;#1965;Ville7;Pays3;2014-06-09 16:24:28;2014-06-09 16:24:28
1238253;Name8253;FistName8253;1992-08-14;Ville15;Pays3;NS000008253;;+336##0910248;26;NomVoie38253;;#6672;Ville9;Pays1;2022-05-22 02:40:37;2022-05-22 02:40:37
1269854;Name39854;FistName39854;1950-10-13;Ville24;Pays1;NS000039854;;+336##0950983;24;NomVoie139854;;#1051;Ville20;Pays2;2023-03-17 11:01:16;2023-03-17 11:01:16
1244088;Name14088;FistName14088;2001-04-23;Ville21;Pays2;NS000014088;;+336##0588764;63;NomVoie2514088;;#0959;Ville15;Pays1;2019-02-01 21:51:35;2019-02-01 21:51:35
1238799;Name8799;FistName8799;2016-04-10;Ville16;Pays5;NS000008799;;+336##0569373;22;NomVoie538799;;#4509;Ville15;Pays1;2008-02-20 04:12:41;2008-02-20 04:12:41
1248619;Name18619;FistName18619;1931-05-14;Ville19;Pays3;NS000018619;;+336##0496667;85;NomVoie5318619;;#2757;Ville17;Pays2;1998-02-01 20:02:59;1998-02-01 20:02:59
1266591;Name36591;FistName36591;1992-02-25;Ville6;Pays2;NS000036591;;+336##0893929;33;NomVoie2036591;;#8682;Ville22;Pays3;2015-01-11 11:09:56;2015-01-11 11:09:56
1251432;Name21432;FistName21432;1970-01-27;Ville9;Pays1;NS000021432;;+336##0608752;53;NomVoie6521432;;#6429;Ville12;Pays2;1997-05-09 17:26:42;1997-05-09 17:26:42
1273080;Name43080;FistName43080;1941-02-26;Ville8;Pays1;NS000043080;;+336##0118396;21;NomVoie5243080;;#0437;Ville4;Pays1;2008-05-09 01:58:27;2008-05-09 01:58:27
1231672;Name1672;FistName1672;1952-01-05;Ville12;Pays1;NS000001672;;+336##0256058;16;NomVoie211672;;#5287;Ville22;Pays4;2023-04-07 20:31:31;2023-04-07 20:31:31
1252853;Name22853;FistName22853;2001-06-22;Ville15;Pays2;NS000022853;;+336##0036844;79;NomVoie1922853;;#5309;Ville19;Pays3;2016-10-24 16:50:37;2016-10-24 16:50:37
1245512;Name15512;FistName15512;1969-06-14;Ville25;Pays2;NS000015512;;+336##0124875;67;NomVoie2715512;;#6954;Ville4;Pays2;2009-03-16 19:56:15;2009-03-16 19:56:15
1272498;Name42498;FistName42498;1949-06-04;Ville22;Pays1;NS000042498;;+336##0865900;60;NomVoie9542498;;#0104;Ville12;Pays1;1999-01-05 18:40:19;1999-01-05 18:40:19
1254710;Name24710;FistName24710;1997-05-10;Ville14;Pays1;NS000024710;;+336##0453498;89;NomVoie9624710;;#0669;Ville12;Pays2;1998-08-12 06:46:18;1998-08-12 06:46:18
1275391;Name45391;FistName45391;2011-02-12;Ville5;Pays1;NS000045391;;+336##0547798;90;NomVoie8345391;;#2606;Ville10;Pays1;2000-02-26 16:08:05;2000-02-26 16:08:05
1247284;Name17284;FistName17284;1983-03-15;Ville3;Pays2;NS000017284;;+336##0362002;50;NomVoie9117284;;#2568;Ville19;Pays3;2011-05-26 14:57:55;2011-05-26 14:57:55
1251145;Name21145;FistName21145;1969-04-21;Ville21;Pays2;NS000021145;;+336##0439594;65;NomVoie7521145;;#8502;Ville23;Pays2;2022-08-17 02:21:51;2022-08-17 02:21:51
1257134;Name27134;FistName27134;2013-09-16;Ville15;Pays1;NS000027134;;+336##0846309;89;NomVoie6127134;;#3937;Ville25;Pays3;2001-01-15 11:44:50;2001-01-15 11:44:50
1274722;Name44722;FistName44722;1966-10-03;Ville9;Pays3;NS000044722;;+336##0590956;54;NomVoie4244722;;#5046;Ville17;Pays2;2011-05-01 11:21:51;2011-05-01 11:21:51
1263912;Name33912;FistName33912;1937-05-19;Ville23;Pays1;NS000033912;;+336##0299564;75;NomVoie1333912;;#9624;Ville14;Pays2;2023-03-13 06:12:18;2023-03-13 06:12:18
1238192;Name8192;FistName8192;1956-05-27;Ville7;Pays1;NS000008192;;+336##0405816;92;NomVoie688192;;#5882;Ville10;Pays3;2001-09-22 14:47:05;2001-09-22 14:47:05
1263263;Name33263;FistName33263;1976-05-12;Ville15;Pays2;NS000033263;;+336##0097933;46;NomVoie6233263;;#2040;Ville1;Pays4;2015-07-25 12:27:36;2015-07-25 12:27:36
1268456;Name38456;FistName38456;1996-01-13;Ville10;Pays1;NS000038456;;+336##0743775;32;NomVoie9738456;;#3216;Ville11;Pays1;2013-07-23 01:43:41;2013-07-23 01:43:41
1264103;Name34103;FistName34103;1960-03-13;Ville2;Pays2;NS000034103;;+336##0625315;89;NomVoie2234103;;#3017;Ville2;Pays1;2021-11-18 07:54:16;2021-11-18 07:54:16
1251429;Name21429;FistName21429;1945-06-03;Ville5;Pays2;;;+336##0913924;12;NomVoie1921429;;#6533;Ville17;Pays1;2007-08-05 20:56:05;2007-08-05 20:56:05
1260114;Name30114;FistName30114;1965-11-10;Ville18;Pays2;NS000030114;;+336##0992384;69;NomVoie1830114;;#4205;Ville7;Pays1;2001-08-14 04:43:07;2001-08-14 04:43:07
1275097;Name45097;FistName45097;2009-03-20;Ville23;Pays3;NS000045097;;+336##0955880;9;NomVoie5345097;;#6236;Ville1;Pays1;2001-06-02 21:51:59;2001-06-02 21:51:59
1250197;Name20197;FistName20197;1947-04-25;Ville11;Pays2;NS000020197;;+336##0409631;66;NomVoie6620197;;#8342;Ville18;Pays2;2004-09-14 20:22:04;2004-09-14 20:22:04
1266880;Name36880;FistName36880;1945-01-11;Ville18;Pays2;NS000036880;;+336##0290512;22;NomVoie8136880;;#5050;Ville22;Pays1;2018-04-07 04:43:48;2018-04-07 04:43:48
1258726;Name28726;FistName28726;1935-05-07;Ville21;Pays3;NS000028726;;+336##0821689;3;NomVoie7028726;;#6202;Ville11;Pays2;2018-02-20 07:05:22;2018-02-20 07:05:22
1269739;Name39739;FistName39739;2007-06-21;Ville15;Pays3;NS000039739;;+336##0156226;99;NomVoie3239739;;#6537;Ville6;Pays1;1998-08-10 08:10:23;1998-08-10 08:10:23
1266352;Name36352;FistName36352;1989-05-11;Ville24;Pays1;NS000036352;;+336##0344620;29;NomVoie2036352;;#0473;Ville12;Pays3;2001-08-26 04:04:53;2001-08-26 04:04:53
1244657;Name14657;FistName14657;1995-04-03;Ville20;Pays3;NS000014657;;+336##0336654;4;NomVoie9614657;;#4716;Ville9;Pays3;1997-06-05 17:41:51;1997-06-05 17:41:51
1246123;Name16123;FistName16123;1978-08-24;Ville24;Pays2;;;+336##0192849;90;NomVoie7316123;;#6865;Ville10;Pays1;1998-06-09 04:45:42;1998-06-09 04:45:42
1245642;Name15642;FistName15642;2004-01-17;Ville20;Pays2;NS000015642;;+336##0295506;41;NomVoie3715642;;#9071;Ville3;Pays1;2018-01-16 21:24:31;2018-01-16 21:24:31
1248574;Name18574;FistName18574;1948-04-06;Ville19;Pays1;NS000018574;;+336##0292948;67;NomVoie2418574;;#7414;Ville11;Pays1;2022-10-15 11:35:46;2022-10-15 11:35:46
1255107;Name25107;FistName25107;1949-01-08;Ville10;Pays2;NS000025107;;+336##0660014;75;NomVoie6025107;;#8460;Ville5;Pays2;2018-01-06 15:42:19;2018-01-06 15:42:19
1254682;Name24682;FistName24682;1977-11-03;Ville20;Pays3;NS000024682;;+336##0367463;85;NomVoie7924682;;#1486;Ville7;Pays1;2003-05-26 02:37:55;2003-05-26 02:37:55
1264762;Name34762;FistName34762;1956-11-18;Ville10;Pays3;NS000034762;;+336##0525848;54;NomVoie634762;;#8680;Ville9;Pays2;1999-01-26 17:14:03;1999-01-26 17:14:03
1230779;Name779;FistName779;1942-04-02;Ville7;Pays1;NS000000779;;+336##0189535;56;NomVoie83779;;#3568;Ville25;Pays4;2009-04-07 10:10:37;2009-04-07 10:10:37
1262021;Name32021;FistName32021;1952-09-27;Ville15;Pays3;NS000032021;;+336##0124671;30;NomVoie1732021;;#7541;Ville23;Pays2;2010-02-16 11:05:30;2010-02-16 11:05:30
1265880;Name35880;FistName35880;1953-08-16;Ville4;Pays2;NS000035880;;+336##0389111;87;NomVoie6135880;;#5117;Ville11;Pays2;2010-02-17 02:39:12;2010-02-17 02:39:12
1277584;Name47584;FistName47584;1942-03-11;Ville24;Pays2;NS000047584;;+336##0409841;50;NomVoie8147584;;#4903;Ville10;Pays2;2012-06-21 05:17:42;2012-06-21 05:17:42
1236635;Name6635;FistName6635;1986-11-10;Ville25;Pays2;NS000006635;;+336##0469542;23;NomVoie556635;;#7190;Ville21;Pays2;2004-08-12 05:46:22;2004-08-12 05:46:22
1240424;Name10424;FistName10424;2012-01-21;Ville10;Pays2;NS000010424;;+336##0411263;23;NomVoie2710424;;#9871;Ville5;Pays1;2000-07-11 11:59:06;2000-07-11 11:59:06
1232037;Name2037;FistName2037;1983-03-03;Ville17;Pays3;NS000002037;;+336##0258966;91;NomVoie982037;;#0656;Ville13;Pays3;2002-01-04 07:16:19;2002-01-04 07:16:19
1252302;Name22302;FistName22302;2000-07-20;Ville8;Pays3;NS000022302;;+336##0645938;91;NomVoie8622302;;#7206;Ville14;Pays1;2021-03-10 06:38:40;2021-03-10 06:38:40
1231247;Name1247;FistName1247;1968-06-18;Ville21;Pays1;NS000001247;;+336##0521258;44;NomVoie361247;;#6540;Ville6;Pays2;2011-11-03 22:05:50;2011-11-03 22:05:50
1263011;Name33011;FistName33011;1976-10-17;Ville23;Pays3;NS000033011;;+336##0571622;98;NomVoie8333011;;#7244;Ville7;Pays1;2017-02-04 09:30:58;2017-02-04 09:30:58
1258660;Name28660;FistName28660;1993-06-13;Ville17;Pays1;NS000028660;;+336##0367483;93;NomVoie2128660;;#3609;Ville25;Pays2;2011-08-19 20:53:43;2011-08-19 20:53:43
1241712;Name11712;FistName11712;2016-04-06;Ville14;Pays1;NS000011712;;+336##0439009;46;NomVoie1411712;;#1468;Ville7;Pays2;2000-09-18 18:09:34;2000-09-18 18:09:34
1271268;Name41268;FistName41268;1931-06-02;Ville19;Pays2;NS000041268;;+336##0393244;76;NomVoie4541268;;#1605;Ville13;Pays2;2015-01-01 07:02:55;2015-01-01 07:02:55
1234068;Name4068;FistName4068;1947-04-06;Ville9;Pays2;NS000004068;;+336##0464238;2;NomVoie904068;;#5418;Ville5;Pays4;2004-05-22 14:18:43;2004-05-22 14:18:43
1250024;Name20024;FistName20024;2001-05-17;Ville24;Pays2;NS000020024;;+336##0018290;28;NomVoie6420024;;#0671;Ville5;Pays1;2005-07-23 20:15:17;2005-07-23 20:15:17
1265782;Name35782;FistName35782;1995-06-21;Ville2;Pays3;NS000035782;;+336##0043925;76;NomVoie2235782;;#1299;Ville18;Pays4;2000-07-11 10:32:57;2000-07-11 10:32:57
1238162;Name8162;FistName8162;2013-01-19;Ville17;Pays1;NS000008162;;+336##0262469;40;NomVoie528162;;#3957;Ville23;Pays2;2005-07-21 06:12:45;2005-07-21 06:12:45
1231081;Name1081;FistName1081;1974-05-25;Ville24;Pays3;NS000001081;;+336##0365626;97;NomVoie91081;;#8493;Ville21;Pays1;2023-08-03 15:28:05;2023-08-03 15:28:05
1252206;Name22206;FistName22206;1949-11-18;Ville23;Pays1;NS000022206;;+336##0872760;91;NomVoie8022206;;#2147;Ville12;Pays2;2021-09-16 19:01:09;2021-09-16 19:01:09
1242102;Name12102;FistName12102;1949-05-25;Ville1;Pays1;NS000012102;;+336##0647717;17;NomVoie3212102;;#8800;Ville2;Pays2;2014-11-21 09:08:23;2014-11-21 09:08:23
1231779;Name1779;FistName1779;1944-03-12;Ville13;Pays3;NS000001779;;+336##0881818;73;NomVoie631779;;#3180;Ville22;Pays2;2011-01-23 13:01:56;2011-01-23 13:01:56
1277192;Name47192;FistName47192;1980-05-06;Ville20;Pays1;NS000047192;;+336##0966225;57;NomVoie9147192;;#4993;Ville15;Pays2;2009-10-01 01:26:21;2009-10-01 01:26:21
